4330,1.239385
41616,1.068933
6648,1.058429
2512,1.027880
610,1.133301
14356,1.063402
5840,1.117181
32791,1.038169
37480,1.065494
16395,1.096654
33428,1.069449
19222,1.034591
8422,1.064297
26930,1.084132
40285,1.054426
21403,1.030934
35826,1.061532
18017,1.143952
39736,1.333373
15893,1.363065
5433,1.064906
23492,1.127283
13515,1.052399
34678,1.067098
11310,1.064300
27883,1.056520
16679,1.231805
26920,1.051885
35982,1.175496
14603,1.177285
37801,1.091455
18824,1.063442
21543,1.101718
19116,1.076785
44557,1.063027
2359,1.063704
1445,1.060187
5440,1.090655
7229,1.064531
27364,1.055686
40382,1.051163
27897,1.114063
35758,1.114472
38461,1.221587
32467,1.092102
33309,1.070285
10989,1.126383
18753,1.058149
25483,1.055145
13396,1.062155
7897,1.109502
26915,1.057723
8238,1.064359
28701,1.066900
40128,1.036606
14505,1.060752
22273,1.053909
35558,1.107172
8199,1.065876
2144,1.085336
23844,1.065916
8910,1.075489
33576,1.141991
28206,1.078707
32666,1.063700
26044,1.359662
19034,1.070620
13152,1.063292
17992,1.065176
23129,1.139552
15581,1.315220
8604,1.030618
20097,1.064314
5225,1.065800
31039,1.064111
41953,1.110290
43996,1.059117
18866,1.061420
28950,1.085502
36545,1.055785
2745,1.081309
38245,1.095580
31302,1.546383
11709,1.129621
20225,1.068842
34859,1.071819
42434,1.070931
23986,1.208643
37553,1.164403
4443,1.060634
37414,1.055587
26700,1.067739
19318,1.076233
19685,1.027359
16219,1.062606
14905,1.128339
13262,1.066114
33719,1.138202
30635,1.035889
26753,1.057330
9677,1.023886
20043,1.036627
27049,1.081986
19215,1.072270
4647,1.542395
41076,1.155555
4034,1.075800
25360,1.072366
33442,1.196643
24139,1.056559
18846,1.063621
29030,1.054445
22594,1.082032
12417,1.027874
31335,1.056184
39578,1.059509
36320,1.480191
14490,1.058771
7639,1.066463
37806,1.064353
27128,1.046884
18904,1.068477
1681,1.057326
28730,1.060605
1936,1.127448
10559,1.085071
15663,1.063275
22673,1.075888
17068,1.065568
16439,1.248629
24809,1.121522
12827,1.069032
6161,1.075383
20134,1.061148
18960,1.030036
2018,1.075241
42965,1.060733
21441,1.135581
32574,1.206130
617,1.055018
20345,1.139367
39591,1.078308
7613,1.065505
38713,1.059839
35265,1.072774
15010,1.060851
34399,1.163159
266,1.068409
16713,1.067961
28907,1.119122
22798,1.204078
26042,1.187572
36095,1.065151
23804,1.140619
14239,1.060585
21196,1.070220
34663,1.071264
29280,1.074660
31391,1.068535
37666,1.093959
14014,1.055372
40785,1.093928
20844,1.079137
24005,1.079374
39372,1.058229
23837,1.055728
23830,1.070347
42705,1.065105
39643,1.071668
10743,1.056014
38950,1.083228
12785,1.042500
17244,1.060812
29990,1.030555
25861,1.107790
33081,1.069959
16812,1.072476
15664,1.061482
30624,1.040333
37106,1.040627
20437,1.058583
18938,1.164956
24194,1.100239
16052,1.035868
22350,1.029954
9187,1.077363
23489,1.138287
6838,1.066002
32635,1.053748
25888,1.117599
30450,1.113629
22605,1.028244
3570,1.199349
41232,1.064487
13198,1.057107
15967,1.059435
9323,1.070972
10337,1.055656
9341,1.057022
45057,1.079530
27797,1.081214
8642,1.077409
9329,1.060003
15582,1.091152
8206,1.097607
3197,1.073215
19159,1.026518
1132,1.069099
20234,1.129877
38348,1.065080
25280,1.081399
24029,1.334496
591,1.054372
16289,1.137494
35703,1.073968
25889,1.029641
18276,1.025740
19112,1.060083
27339,1.172270
13890,1.159021
2372,1.169871
17808,1.076179
20315,1.112119
9555,1.074878
19384,1.102959
41535,1.064397
14182,1.064541
29827,1.064659
7703,1.140566
20063,1.080224
44779,1.057739
28270,1.037698
19200,1.188310
2877,1.155333
8940,1.178477
3438,1.055164
14498,1.060449
577,1.066599
26081,1.112073
13240,1.071445
39403,1.076845
14078,1.055854
15839,1.072219
30024,1.113685
19928,1.103856
40753,1.061421
22514,1.217588
14628,1.063765
34236,1.069478
25608,1.078823
12145,1.069934
4579,1.082915
15493,1.064756
9239,1.059984
37566,1.064316
37829,1.056570
40240,1.126412
32512,1.069424
39695,1.142927
30098,1.131513
33854,1.116560
23264,1.087306
26976,1.072596
13051,1.055796
41167,1.063185
43079,1.053639
33114,1.076710
41743,1.085902
18895,1.053154
27995,1.127628
11045,1.231554
28679,1.070657
29288,1.048724
18768,1.059938
30144,1.122867
25742,1.072246
40864,1.041554
37091,1.074770
20445,1.498392
20748,1.041876
22752,1.065864
2848,1.064524
26035,1.059337
37848,1.114374
24285,1.145126
15624,1.168317
8259,1.061025
8193,1.074393
30128,1.079557
21889,1.328997
1366,1.106732
24996,1.077005
12576,1.065735
13134,1.098135
44556,1.062459
18878,1.058758
27542,1.043639
40622,1.129085
21817,1.083813
13499,1.498392
41772,1.064765
30985,1.075887
7483,1.129261
36584,1.032772
17349,1.070044
4893,1.069064
16234,1.075922
33156,1.060152
29542,1.074625
32699,1.058924
30721,1.102699
24649,1.136192
25711,1.072917
34848,1.061801
21488,1.068943
32440,1.070483
22380,1.075991
5337,1.057934
38175,1.139798
5139,1.061556
36000,1.295138
23760,1.101978
24685,1.078552
10263,1.070823
19763,1.087861
38074,1.081551
41950,1.116602
4220,1.055286
2238,1.071741
35909,1.068336
21984,1.133372
7837,1.096299
13805,1.066173
23477,1.213461
33494,1.187562
1666,1.067624
23503,1.088874
43972,1.080927
12778,1.063644
18177,1.135875
11381,1.085484
5949,1.061167
32442,1.068497
23780,1.164308
